labels,text_en,translated_de
ham,"Not a drop in the tank","Nicht ein Tropfen im Tank"
ham,"(That said can you text him one more time?)","Das bedeutet, kannst du ihm noch einmal schreiben?"
ham,"Sorry, I'll call later","Entschuldigung, ich rufe später an."
ham,"Ok i go change also...","Ok, ich gehe auch etwas ändern..."
spam,"1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)","Tausende von Mädchen, viele lokale, die noch Jungfrauen sind und bereit sind, alle deine sexuellen Bedürfnisse zu erfüllen. Kannst du ihre auch erfüllen? Sende CUTE an 69911 (£1.50 pro Nachricht)."
ham,"Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.","Hast du eine Babysitterin für Kaitlyn gefunden? Ich war krank und habe den ganzen Tag gestern geschlafen."
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up","Entschuldigung, Mann, ich habe mein Handy aus Versehen letzte Nacht stummgeschaltet und es erst überprüft, als ich aufgestanden bin."
ham,"Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee","Hey.. Etwas ist kurzfristig dazwischen gekommen.. Ich glaube, ich werde mich morgen nicht anmelden.. Hee"
ham,"He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment","Er ist erwachsen und würde aus der Erfahrung lernen. Es besteht keine wirkliche Gefahr. Mir gefällt es einfach nicht, wenn Leute Drogen benutzen, die sie nicht brauchen. Aber kein Kommentar."
ham,"Hey! There's veggie pizza... :/","Hey! Es gibt vegetarische Pizza... :/"
ham,"Yun buying... But school got offer 2000 plus only...","Yun kaufen... Aber Schule bietet nur 2000 plus..."
ham,"You sure your neighbors didnt pick it up","Sind Sie sicher, dass Ihre Nachbarn es nicht abgeholt haben?"
ham,"K. I will sent it again","K. Ich werde es erneut senden."
spam,"Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's","Kostenlose Teilnahme an einem Wettbewerb, um FA Cup-Finaltickets am 21. Mai 2005 zu gewinnen. Texten Sie FA an die 87121, um die Eingabefrage zu erhalten (Standard-SMS-Gebühren). Es gelten die AGBs. 08452810075über18 Jahre"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!","Neue Theorie: Das Argument gewinnt die Situation, verliert aber die Person. Also streite nicht mit deinen Freunden, sondern ... tritt sie und sag, ich habe immer Recht.!"
ham,"Well. Im computerless. Time to make some oreo truffles","Gut. Ich habe keinen Computer. Zeit, einige Oreo-Trüffel zu machen."
ham,"Haha yeah I see that now, be there in a sec","Haha ja, das sehe ich jetzt, bin gleich da"
ham,"I am not having her number sir","Ich habe ihre Nummer nicht, Sir."
ham,"Lol now I'm after that hot air balloon!","Lol jetzt bin ich hinter diesem Heißluftballon her!"
ham,"Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow","Ok. Jetzt bin ich im Bus. Wenn ich bald komme, werde ich sonst morgen kommen."
ham,"Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil","Nachrichten sind keine Zeitverschwendung. Sie sagen leise, dass ich gerade an dich denke und dass ich dich auch für einen Moment an mich denken lasse. Gute Nacht, süße Träume. @Shesil"
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl","Ja, wir können wahrscheinlich vorbeikommen, sobald mein Mitbewohner mit seiner Freundin fertig ist."
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!","Hast du, was es braucht, um an der WRC-Rallye in Australien teilzunehmen? Das kannst du mit Lucozade Energy! Sende RALLY LE an 61200 (25p), sieh dir Verpackungen an oder gehe zu lucozade.co.uk/wrc und es könnte dich treffen!"
ham,"Happy new years melody!","Frohes neues Jahr Melodie!"
ham,"Ü dun need to pick ur gf?","Müssen Sie Ihre Freundin nicht abholen?"
ham,"Yay! You better not have told that to 5 other girls either.","Yay! Du solltest das auch nicht fünf anderen Mädchen erzählt haben."
ham,"Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?","Schrecklich, du isst Macs und isst, bis du mich schon vergessen hast, oder... Du brauchst so lange, um zu antworten. Ich denke, es ist mehr vor als früher, also sei bereit. Was soll ich jetzt essen?"
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?","Hat er zufällig gesagt, wie fantastisch ich bin, oder brauche ich vielleicht eine größere Lebensverbesserung, da ich die Lust am Leben verloren habe. Glauben Sie, dass ich die erste Person sein werde, die an NVQ stirbt?"
ham,"Just nw i came to hme da..","Gerade bin ich zu Hause angekommen."
ham,"I'm outside islands, head towards hard rock and you'll run into me","Ich bin außerhalb der Inseln, geh auf das Hard Rock zu und du wirst auf mich stoßen."
ham,"To day class is there are no class.","Heute ist Klasse, es gibt keine Klasse."
ham,"I'm in chennai velachery:)","Ich bin in Chennai Velachery :)"
ham,"You flippin your shit yet?","Bist du schon ausgerastet?"
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore","Geben Sie mir eine Sekunde, ich breche eine &lt;#&gt; bei Cstore."
ham,"Am i that much bad to avoid like this?","Bin ich wirklich so schlecht, dass man mich so meiden muss?"
ham,"Yo, you around? Just got my car back","Hey, bist du da? Habe gerade mein Auto zurückbekommen."
ham,"Annoying isn't it.","Ärgerlich, nicht wahr."
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.","Guten Morgen, heute bin ich &lt;#&gt; Minuten zu spät."
ham,"There's no point hangin on to mr not right if he's not makin u happy","Es macht keinen Sinn, an Mr. Falsch festzuhalten, wenn er dich nicht glücklich macht."
ham,"All will come alive.better correct any good looking figure there itself..","Alles wird lebendig werden. Besser korrigieren Sie jede gut aussehende Figur dort selbst."
ham,"In that case I guess I'll see you at campus lodge","In diesem Fall denke ich, ich werde dich im Campus-Lodge sehen."
ham,"We're done...","Wir sind fertig..."
ham,"Come to my home for one last time i wont do anything. Trust me.","Komm ein letztes Mal zu mir nach Hause, ich werde nichts tun. Vertrau mir."
ham,"I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.","Ich war auch die ganze Nacht wach und habe mir Sorgen um diesen Termin gemacht. Es ist schade, dass wir einen Mädelsabend mit Quizzes, Popcorn und dir, der meine Haare macht, verpasst haben."
spam,"Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248","Erweitere dein Handy mit einem KOSTENLOSEN sexy Bild von Jordan! Sende einfach BABE an 88600. Erhalte dann jede Woche ein sexy Promi-Bild! PocketBabe.co.uk für mehr Bilder. 16 £/Woche 087016248"
ham,"Ok... C ya...","Ok... Bis später..."
spam,"You have 1 new voicemail. Please call 08719181503","Sie haben 1 neue Voicemail. Bitte rufen Sie 08719181503 an."
ham,"What he said is not the matter. My mind saying some other matter is there.","Was er gesagt hat, ist nicht relevant. Mein Verstand sagt, dass es eine andere Angelegenheit gibt."
ham,"He also knows about lunch menu only da. . I know","Er weiß auch nur über das Mittagsmenü Bescheid. Ich weiß."
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx","Alles, was er tut, ist sich zu beklagen, wenn etwas schief geht, ist es meine Schuld und alle Streitereien sind meine Schuld. Ich habe genug von ihm, also warum sich die Mühe machen? Muss gehen, danke.xx."
ham,"NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;","NEFT-Transaktion mit der Referenznummer  &lt;#&gt;  über Rs. &lt;DECIMAL&gt;  wurde dem Begünstigtenkonto am  &lt;#&gt;  um  &lt;TIME&gt; : &lt;#&gt;  gutgeschrieben."
ham,"Otherwise had part time job na-tuition..","Sonst hatte ich einen Teilzeitjob und Nachhilfeunterricht."
ham,"I know she called me","Ich weiß, dass sie mich angerufen hat."
ham,"Me also da, i feel yesterday night  wait til 2day night dear.","Mir geht es auch so, ich habe gestern Nacht gewartet bis heute Nacht, Liebling."
ham,"Thanks for understanding. I've been trying to tell sura that.","Danke für Ihr Verständnis. Ich habe versucht, das Sura zu sagen."
spam,"WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3","Gewinnen Sie ein Jahresvorrat an CDs für einen Laden Ihrer Wahl im Wert von £500 und nehmen Sie an unserer wöchentlichen Verlosung von £100 teil. Senden Sie MUSIC an 87066 für Teilnahmebedingungen www.Ldew.com.subs16+1win150ppmx3."
ham,"The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.","Das gesamte Auto hat die letzten beiden zu schätzen gewusst! Papa und ich haben ein kleines Argument über das Kartenlesen, aber abgesehen davon läuft alles gut. P."
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr","Als SIM-Abonnent sind Sie ausgewählt, einen Bonus zu erhalten! Lassen Sie ihn an Ihre Tür liefern, senden Sie das Wort OK an die Nr. 88600, um ihn zu beanspruchen. 150p/Nachricht, GÜLTIG BIS 30. April"
ham,"I need you to be in my strong arms...","Ich brauche dich in meinen starken Armen..."
ham,"Also maaaan are you missing out","Also maaaan, du verpasst es wirklich!"
ham,"His bday real is in april .","Sein eigentlicher Geburtstag ist im April."
ham,"Guessin you ain't gonna be here before 9?","Vermutlich wirst du nicht vor 9 hier sein, oder?"
ham,"Ok then i will come to ur home after half an hour","In Ordnung, dann werde ich nach einer halben Stunde zu dir nach Hause kommen."
ham,"Yo, the game almost over? Want to go to walmart soon","Hallo, ist das Spiel schon fast vorbei? Möchtest du bald zu Walmart gehen?"
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!","Ja, wahrscheinlich, aber ich bin mir nicht sicher. Ich werde es wissen lassen, aber persönlich würde ich mich nicht darum kümmern. Andererseits, wenn du es tun wirst, dann könnte ich es auch tun!"
ham,"I'll text now! All creepy like so he won't think that we forgot","“Ich schreibe jetzt eine Nachricht! Ganz unheimlich, damit er nicht denkt, dass wir es vergessen haben.”"
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?","Das wäre gut... Soll ich dich morgen zur Mittagszeit anrufen, um etwas zu organisieren?"
spam,"You have 1 new voicemail. Please call 08719181513.","Sie haben 1 neue Sprachnachricht. Bitte rufen Sie 08719181513 an."
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow","Verdammt, kannst du es heute Abend machen oder möchtest du lieber bis morgen warten?"
ham,"K..k..i'm also fine:)when will you complete the course?","K..k..mir geht es auch gut:) Wann wirst du den Kurs abschließen?"
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.","Richtig. Es ist durchaus machbar. Und wenn Sie eine hohe Punktzahl erhalten und sich für einen Doktortitel bewerben, erhalten Sie 5 Jahre lang ein Gehalt. Das macht das Leben einfacher."
spam,"No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info","Nr. 1 Nokia-Klingelton für dein Handy jede Woche! Sende einfach NOK an 87021. 1. Klingelton KOSTENLOS! Fang jetzt an zu texten und erzähle es deinen Freunden. 150 P/Klingelton. 16 Antwort HL 4info."
ham,"Prakesh is there know.","Prakesh ist da jetzt."
ham,"Teach me apps da. When you come to college.","Lehre mir Apps da. Wenn du zum College kommst."
ham,"Rofl betta invest in some  anti aging products","Rofl, investiere lieber in einige Anti-Aging-Produkte."
spam,"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","Du bist ein Gewinner. Du wurdest speziell ausgewählt, um £1000 in bar oder einen 4-Sterne-Urlaub (mit Flügen) zu erhalten. Sprich mit einem Live-Betreiber, um deinen Preis zu beanspruchen. Anrufen unter 0871277810810."
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.","Herr, Sie werden die Kontonummer in 1 Stunde erhalten. Entschuldigung für die Verzögerung."
spam,"Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p","Bitte antworten Sie mit Ihrem Namen und Adresse, und SIE ERHALTEN PER POST eine Woche vollkommen kostenlosen Aufenthalt an verschiedenen globalen Standorten. www.phb1.com Tel: 08700435505150p"
ham,"So ü'll be submitting da project tmr rite?"," Wirst du morgen das Projekt einreichen, oder?"
spam,"FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.","Kostenlose Teilnahme an unserem wöchentlichen Wettbewerb im Wert von £250. Senden Sie JETZT das Wort ENTER an 84128. 18 AGB www.textcomp.com Kundendienst 08712405020."
ham,"Jus ans me lar. U'll noe later.","Jus antworte mir später. Du wirst es später wissen."
ham,"I want to send something that can sell fast.  &lt;#&gt; k is not easy money.","Ich möchte etwas verschicken, das schnell verkauft werden kann. &lt;#&gt; k ist kein leichtes Geld."
ham,"have got * few things to do. may be in * pub later.","Translation: Ich habe einige Dinge zu erledigen. Vielleicht bin ich später in einer Kneipe."
ham,"1's finish meeting call me.","Beenden Sie das Meeting und rufen Sie mich an."
ham,"Lol ok. I'll snatch her purse too.","Lol ok. Ich werde auch ihre Handtasche schnappen."
ham,"Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx","Hallo, entschuldigung, ich bin betrunken und weiß nicht, ob das hier Sinn ergibt. Ich weiß nicht, wie man zu Drum and Bass tanzt! Hab Spaß heute Abend. Ros xxxxxxx"
ham,"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..","Ihre Meinung über mich? 1. Über 2. Jada 3. Kusruthi 4. Liebenswert 5. Stumm 6. Besondere Persönlichkeit 7. Nicht gereift 8. Stilvoll 9. Einfach. Bitte antworten Sie."
ham,"How much are we getting?","Wie viel bekommen wir?"
ham,"Is ur paper in e morn or aft tmr?","Ist Ihr Papier morgen früh oder nachmittags?"
ham,"Dear relieved of westonzoyland, all going to plan this end too!","Liebe Entlastung von Westonzoyland, alles läuft auch hier nach Plan!"
