labels,text_en_de_fr
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
spam,Félicitations ur a reçu soit £500 de bons-cadeaux CD & Entrée gratuite 2 notre £100 tirage hebdomadaire txt MUSIC à 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,Ich borge mir die Tasche aus.
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
ham,Tu me manques... que s'est-il passé?
ham,"Er hat viele gebrauchte Babe, aber das Modell hilft nicht."
ham,Also are you bringing galileo or dobby
ham,Alors pourquoi tu ne réponds pas
ham,BOO BABE! U ENJOYIN YOURJOB? U SEED 2 B GETTIN WELL HUNNY!HOPE UURE OK?Take CARE & I.LSLSPEAK 2U SOONLOTS OF LOVEME XXXX.
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,Sur la route si cant txt
spam,"SMSSERVICEs. für Ihreinklusive Textgutschriften, pls goto www.comuk.net login= 3qxj9 abmelden mit STOP, keine zusätzliche Gebühr. Hilfe 08702840625.COMUK. 220-CM2 9AE"
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Bonne soirée!
ham,Hmm.. Stückchen lol... *seufzt*...
ham,Hahaha..use your brain dear
ham,Vous avez du courrier?
ham,"Sorry Licht wurde grün, ich meinte, ein anderer Freund wollte &lt;#&gt; wert, aber er vielleicht nicht da sein"
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
spam,U ont un admirateur secret. REVEAL qui pense U R Si spécial. Appelez 09065174042. Pour refuser Répondre REVEAL STOP. 1.50 par msg recd. Cust care 07821230901
ham,"Hallo Kumpel seine RV tat u hav ein nettes Hol nur eine Nachricht 3 sagen hallo coz haen-at gesendet u 1 im Alter begann fahren, so bleiben Sie abseits der Straßen!RVx"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Merci beaucoup. Quand nous avons escamoté kz et sura, nous n'avons pas obtenu le plaisir de votre compagnie. Espérons que vous êtes bon. Nous vous avons donné ultimatum oh! Nous sommes comptés vers le bas à aburo. Profitez! C'est le message que j'ai envoyé il y a des jours"
ham,Sicherlich wird das Ergebnis bieten:)
ham,Good Morning my Dear........... Have a great &amp; successful day.
spam,Voulez-vous 750 à tout moment any network mins 150 text et un nouveau téléphone VIDEO pour seulement cinq livres par semaine appeler 08002888812 ou répondre à la livraison demain
ham,"Sir, ich habe spät in der Miete für die letzten Monate bezahlt und musste eine $ &lt;#&gt; Gebühr zu zahlen. Ich fühlte, es wäre rücksichtslos von mir, über etwas, das Sie geben zu großen Kosten für sich selbst und das ist, warum ich nicht sprechen. Ich bin jedoch in einer Rezession und wird nicht in der Lage, die Gebühr in diesem Monat zu zahlen daher meine fragen weit vor dem Ende des Monats. Können Sie bitte helfen. Danke"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
spam,Dernière chance 2 demander une valeur de £150 de bons de réduction-Texte OUI à 85023 maintenant!SavaMob-member offre mobile T Cs 08717898035. £3.00 Sub. 16. Supprimer txt X ou STOP
ham,"Ich luv u soo viel u don-t verstehen, wie speziell u r 2 ich Ring u 2morrow luv u xxx"
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
ham,La mère de notre Prashanthettan est décédée hier soir. Priez pour elle et sa famille.
spam,Dringend! Rufen Sie 09066350750 aus Ihrem Festnetz. Ihre kostenlose 4 * Ibiza Urlaub oder 10.000 Bargeld warten Sammlung SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+
ham,K.k:)when are you going?
ham,Pendant ce temps dans la suite de merde: xavier a décidé de nous donner &lt;#&gt; secondes d'avertissement que Samantha était venu et joue de la guitare de Jay pour l'impressionner ou quelque merde. Aussi je ne pense pas que Doug réalise que je ne vis plus ici
ham,"Mein Magen war durch so viel Trauma, dass ich schwöre, ich kann einfach nicht essen."
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,"Oui, il y a à peine assez de place pour nous deux, x a trop de chaussures."
spam,"Heutiges Angebot! Anspruch ur 150 £ Rabattgutscheine! Text JA bis 85023 jetzt! SavaMob, Mitglied bietet mobile! T Cs 08717898035. £3.00 Sub. 16. Abmelden antworten X"
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,Je veux faire ressortir ta tigresse intérieure...
ham,"Kein da, wenn Sie ausführen, dass es die Vollversion da aktivieren."
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
ham,Je lui ai dit que je l'avais rendue et qu'il disait que je ne devrais pas la commander.
spam,"Sprechen Sie sexy!! Machen Sie neue Freunde oder verlieben Sie sich in die weltweit diskretsten Text-Dating-Service. Einfach text VIP zu 83110 und sehen, wen Sie treffen können."
ham,Going to take your babe out ?
ham,Hai ana tomarrow est à venir le matin. &lt;DECIMAL&gt; mal être là à sathy alors nous irons au bureau RTO. Répondez-moi après est venu à la maison.
ham,Löffel ist es dann in Ordnung?
ham,Did he just say somebody is named tampa
ham,"Au travail, ça va prendre quelques minutes."
ham,Dein Bruder ist ein Genie
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,Est-ce que tu as trouvé l'heure où le bus est à Coz que j'ai besoin d'arranger des trucs.
ham,Alter ive hat in letzter Zeit eine Menge Korvetten gesehen
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
ham,"Pareil ici, mais je considère les murs et les bunkers et la merde important juste parce que je ne joue jamais sur paisible mais je suppose que votre place est assez haut que ce n'est pas important"
spam,PRIVATE! Ihr Kontoauszug von 2003 für 07808 XXXXXX zeigt 800 unerlöste S. I. M. Punkte. Anruf 08719899217 Identifier Code: 41685 Läuft am 07/11/04 ab
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
spam,Que voulez-vous pour Xmas? Que diriez-vous de 100 SMS gratuits et un nouveau téléphone vidéo à moitié prix de location de ligne? Appelez gratuitement au 0800 0721072 pour en savoir plus!
ham,"Nun, ich bin offiziell in einem philosophischen Loch, also, wenn u rufen möchte bin zu Hause bereit, gerettet zu werden!"
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Je t'enverrai un texto quand je déposerai x.
ham,Es war ein langer Tag. Ich bin erschöpft. Ich will nur kuscheln und ein Nickerchen machen
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
spam,"Magasiner jusqu'à u Drop, EST-CE VOUS, soit 10K, 5K, £500 Chèque de voyage en espèces ou £100, Appelez maintenant, 09064011000. NTT PO Box CR01327BT fixe coût 150ppm mobile varient"
ham,Sind Sie in der Rolle? Sie müssen etwas sehen
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
spam,U ont un admirateur secret qui cherche 2 faire contact avec U-find qui ils R*revel qui pense UR si spécial-appel sur 09058094565
spam,"U haben einen geheimen Admirer, der 2 sucht, nehmen Kontakt mit U-find heraus, wer sie R*enthüllen, der UR so besonderen Anruf auf 09065171142-stopsms-08 denkt"
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,"J'allais te donner jusqu'à un, mais un film de MIDNIGHT ne sortira pas avant 2 ans, tu dois rentrer à la maison, tu dois dormir et, le cas échéant, tu dois t'entraîner à l'oreille."
ham,"Ich liebe es, Massagen zu geben. Ich benutze viel Babyöl... Was ist deine Lieblingsposition?"
ham,Dude we should go sup again
ham,Yoyyooo u savent comment changer les permissions pour un lecteur dans mac. Mon lecteur flash USB
ham,Gibbs unsold.mike hussey
ham,I like to talk pa but am not able to. I dont know y.
ham,"Elle a échoué, elle est triste."
ham,Du unglaublicher Schwuchtel
ham,Wife.how she knew the time of murder exactly
ham,Pourquoi demandez-vous à la princesse?
ham,Ich bin eine große Prinzessin! Was denkst du über mich? :)
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,"C'est bon je ne suis pas occupé, mais je m'ennuie vraiment trop donc je m'ennuie donc j'ai oso dunno wat couleur qu'elle choisit 4 moi un."
ham,"G hat morgen nicht früh Unterricht und sollte daher nicht versuchen, bei &lt;#&gt; zu rauchen."
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,J'espère que vous passez une bonne semaine.
ham,"Ich hoffe nur, dass meine Agenten mich nicht fallen lassen, da ich dieses Jahr nur ein paar Dinge gebucht habe."
ham,"Thursday night? Yeah, sure thing, we'll work it out then"
spam,"Votre sonnerie gratuite est en attente d'être collectée. Il suffit de texte le mot de passe ""MIX"" à 85069 à vérifier. Obtenez Usher et Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,Wahrscheinlich Geld Sorgen. Dinge sind fällig und ich habe mehrere ausstehende Rechnungen für die Arbeit habe ich vor zwei und drei Monaten.
ham,How is it possible to teach you. And where.
ham,Je me demande si ta batterie de téléphone est morte.
ham,Schöner Geruch in diesem Bus und es ist kein Tabak...
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,"Qu'est-ce qui se passe, Charlies, désolé pour la réponse tardive."
spam,"alle letzten von Stereophonics, Marley, Dizzee Racal, Libertines und The Strokes! Gewinnen Sie Nookii Spiele mit Flirt!! Klicken Sie auf TheMob WAP Lesezeichen oder Text WAP zu 82468"
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,LES OREOS BLANCS SONT EN STOCKAGE
spam,"Januar Male Sale! Hot Gay jetzt billiger chatten, rufen 08709222922. Nationaler Tarif von 1.5p/min billig bis 7.8p/min Gipfel! Um Texte zu stoppen rufen 08712460324 (10p/min)"
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
ham,Je suis désolé que ça t'ait fait mal.
ham,"Kann nicht. Ich fühle mich schlecht. Ich bin so angepisst. Ich habe keine Süßigkeiten die ganze Woche gegessen, denn heute habe ich geplant, mich zu ärgern. Ich habe die ganze Woche Diät. Und jetzt bin ich nicht hungrig :/"
ham,Ok lor but not too early. Me still having project meeting now.
ham,"Appelez-moi da, j'attends votre appel."
ham,"Ich könnte Carlos fragen, ob wir mehr bekommen könnten, wenn jemand anders reingehen kann."
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,"Quand les gens voient mes msgs, ils pensent que je suis accro à la msging... Ils ont tort, Bcoz Ils ne savent pas que je suis accro à mes doux Amis.!! BSLVYL"
ham,"Hey, du hast ihnen dein Foto gegeben, als du dich fürs Fahren angemeldet hast?"
ham,Dont talk to him ever ok its my word.
ham,Quand u wana le verra alors
ham,Auf dem Weg zur Schule. Können Sie mir pls schicken ashley's Nummer
ham,It shall be fine. I have avalarr now. Will hollalater
ham,"Elle est allée assister à deux autres rounds aujourd'hui, mais elle n'est toujours pas arrivée à la maison.."
ham,Eigentlich habe ich meine alte Website gelöscht..now bin ich Blogging bei magicsongs.blogspot.com
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Mais je suis sur un régime et j'ai mangé 1 trop de tranches de pizza hier.
ham,K:)i geben meine kvb acc Details:)
ham,Oh all have to come ah?
spam,argent!!! vous r un gagnant chanceux! 2 réclamer votre prix text money 2 88600 plus de £1million à donner! ppt150x3+normal text rate box403 w1t1jy
ham,"Es tut mir wirklich leid, dass ich nicht in der Lage 2 tun diese Freitag.hope u finden kann eine Alternative.hope yr Begriff geht ok:-)"
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,"Alors, vous avez des épaules de samus pour l'instant."
ham,"Ich muss wissen, wann ich in der Nähe des Campus sein sollte."
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,"Ensuite, Dun porter jeans lor..."
ham,"Seit wann, auf welcher Seite, jedes Fieber, jedes Erbrochene."
ham,K:)k.are you in college?
spam,"Urgent! appelez le 09061749602 de Landline. Votre 4* Tenerife Holiday gratuit ou £10,000 en espèces attendent la collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"Ich habe mich gestern wie ein Schwein gestopft, jetzt fühle ich mich bleh."
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,Ils le font dans de nombreux endroits. Seuls les hôpitaux et les lieux médicaux sont sûrs.
spam,"Wie wäre es, mit Leuten in Kontakt zu treten, die auf Unternehmen warten? Einfach txt zurück Ihren NAME und AGE zu entscheiden, in! Genießen Sie die Gemeinschaft (150p/SMS)"
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,"J'ai envoyé mes scores à Sophas et j'ai dû faire une application secondaire pour quelques écoles. Je pense que si vous pensez à postuler, faites une recherche sur le coût aussi."
ham,"Ich kann es kaum erwarten, Sie zu sehen! Wie waren die Fotos nützlich? :)"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"Hé, j'ai déjà réservé le kb sur sat... quelles autres leçons allons-nous pour ah? Gardez votre nuit de sat libre nous devons rencontrer et confirmer notre hébergement"
ham,Chk in ur belovd ms dict
ham,Is that what time you want me to come?
ham,"Génial, je sais quand tu es là."
ham,#NAME?
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,N'oubliez pas aussi d'obtenir le bol de Dobby de votre voiture
spam,Schmutzige Geschichten und GIRLS warten auf Ihre
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
ham,"L'amour n'est pas une décision, c'est un sentiment. Si nous pouvions décider qui aimer, alors, la vie serait beaucoup plus simple, mais alors moins magique"
ham,Welp scheint er in Rente gegangen zu sein.
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Où @
ham,Kann ich sicher keine kranke Zeit in Anspruch nehmen?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,"Regarder des dessins animés, écouter de la musique &amp; à la veille a dû aller temple &amp; église.. Et u?"
ham,"Yo chad, welche Gymnastik-Klasse wollen Sie nehmen? Die Website sagt, Christen-Klasse ist voll.."
