text,language
Je quitte ma maison maintenant...,french
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",english
"हैलो, मेरे प्यार. आप क्या कर रहे हैं? आप आज इंटरव्यू के लिए मिलता है? क्या आप खुश हैं? क्या आप एक अच्छा लड़का हो रहे हैं? क्या आप मेरे बारे में सोचते हैं? क्या आप मुझे लापता हैं?",hindi
"Hallo, meine Liebe. Was machst du? Hast du heute zu diesem Interview gekommen? Bist du glücklich? Bist du ein guter Junge? Denkst du an mich?Vermisst du mich?",german
"Bonjour, mon amour, qu'est-ce que tu fais? As-tu eu cette interview aujourd'hui? Es-tu heureux? Es-tu un bon garçon? Penses-tu à moi?",french
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,english
मनपसंद सेवा सेवा. आपके पास एक नया साल के लिए इंतज़ार कर रहा है. कृपया 0.70464435 अब छुट्टी का प्रबंध करने के लिए कॉल करें,hindi
"Kundenservice Annoncement. Sie haben eine Neujahrslieferung auf Sie warten. Rufen Sie bitte 07046744435 jetzt an, um die Lieferung zu arrangieren",german
Vous avez une livraison de Nouvel An vous attend. Veuillez appeler le 07046744435 maintenant pour organiser la livraison,french
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,english
आप एक विजेता यू विशेष रूप से चुना गया है 2000 नकदी या 4000 छुट्टी (एफएसलाइट) एक जीवित ऑपरेटर से बात करने के लिए,hindi
Sie sind ein Gewinner U wurden speziell ausgewählt 2 erhalten £ 1000 Bargeld oder ein 4 * Urlaub (Flüge inc) sprechen Sie mit einem Live-Operator 2 Claim 0871277810810,german
Vous êtes un gagnant U ont été spécialement sélectionnés 2 recevoir £1000 cash ou un 4* vacances (vols inc) parler à un opérateur en direct 2 réclamation 0871277810810,french
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,english
अपने आप को मेरे लिए सुरक्षित रखें क्योंकि मैं आप की जरूरत है और मैं आप पहले से ही याद आती है और मैं उन सभी को ईर्ष्या है जो वास्तव में जीवन में आप देखते हैं,hindi
"Bewahre dich für mich in Sicherheit, denn ich brauche dich und ich vermisse dich schon und ich beneide jeden, der dich im wirklichen Leben sieht",german
Garde-toi en sécurité pour moi parce que j'ai besoin de toi et que tu me manques déjà et j'envie tous ceux qui voient est toi dans la vraie vie,french
New car and house for my parents.:)i have only new job in hand:),english
नयी कार और घर: हाथ में बस एक नयी नौकरी है:),hindi
Neues Auto und Haus für meine Eltern.:)i haben nur neue Arbeit in der Hand:),german
Nouvelle voiture et maison pour mes parents.:)J'ai seulement un nouveau travail en main:),french
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,english
मैं तुमसे बहुत प्यार करता हूँ. मैं हर दिन तुम्हारे साथ खर्च करता हूँ. तुम मुझे इतना खुश कर दो.,hindi
"Ich bin so verliebt in dich. Ich bin jeden Tag aufgeregt, den ich mit dir verbringe.",german
"Je suis tellement amoureux de toi, je suis excitée chaque jour que je passe avec toi, tu me rends si heureuse.",french
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,english
-एल लूट लूट (32/F) तुम्हें उसका दोस्त बनने के लिए आमंत्रित कर रहा है. हाँ-434 या कोई-434 देखें उसे: www.S.S.S/ budypypap/ buypyphphped बंद? FUNV को 624 तक भेजें.,hindi
"-PLS STOP bootydelious (32/F) lädt Sie ein, ihr Freund zu sein. Antworten Sie YES-434 oder NO-434 Sehen Sie sie: www.SMS.ac/u/bootydelious STOP? Senden STOP FRND an 62468",german
-PLS STOP bootydelious (32/F) vous invite à être son ami. Réponse OUI-434 ou NO-434 Voir elle: www.SMS.ac/u/bootydelious STOP? Envoyer STOP FRND à 62468,french
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",english
बींगब्स ऊर अनुक्रम मार्ग पर है. यू. यू. यू. एस.,hindi
"BangBabes Ur Bestellung ist auf dem Weg. U SHOULD erhalten einen Service Msg 2 Download UR Inhalt. Wenn U nicht, GoTo wap. bangb. tv auf UR mobile Internet / Service-Menü",german
"BangBabes Ur commande est en route. U DOIT recevoir un Service Msg 2 télécharger le contenu UR. Si U ne pas, GoTo wap. bangb. tv sur le menu UR mobile internet/service",french
I place all ur points on e cultures module already.,english
मैं पहले से ही ई संस्कृति मॉड्यूल पर सभी मुख्य मुद्दों को स्थान देता हूँ.,hindi
Ich lege alle ur Punkte auf e cultures Modul bereits.,german
Je place déjà tous les points ur sur le module e cultures.,french
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,english
हम आप से संपर्क करने की कोशिश कर रहे हैं. पिछले सप्ताहांत ड्रा दिखाता है कि आप एक पाउंड ९०० इनाम जीबी. कॉल 0.9097099. SIGECER कोड SIV. वैध 12hs केवल 12hs.,hindi
"URGENT! Wir versuchen, mit Ihnen in Kontakt zu treten. Aus den letzten Wochenenden geht hervor, dass Sie einen £900 Preis gewonnen haben. Rufen Sie 09061701939 an. Anspruchscode S89. Nur gültig 12 Stunden",german
URGENT! Nous essayons de vous contacter. Le tirage du week-end dernier montre que vous avez gagné un prix de £900 GUARANTIE. Appelez 09061701939.,french
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",english
"हाय, कौन सा सबसे अच्छा तरीका है हमारे प्रिय एक की लापरवाही से दूर रहने का?",hindi
"Hallo Frnd, was ist der beste Weg, um zu vermeiden missverstanden Witz unserer Geliebten?",german
"Salut frnd, qui est le meilleur moyen d'éviter de manquer d'esprit à notre bien-aimé?",french
Great escape. I fancy the bridge but needs her lager. See you tomo,english
मैं पुल की कल्पना करता हूँ...... लेकिन उसे शेष की जरूरत है. आपमो को देखें.,hindi
Tolle Flucht. Ich mag die Brücke aber braucht ihren Lager. Wir sehen uns tomo,german
"J'aime bien le pont, mais j'ai besoin d'elle.",french
Yes :)it completely in out of form:)clark also utter waste.,english
हाँ : पूरी तरह से रूप में : skkkk भी बर्बाद करता है.,hindi
Ja :) es völlig aus der Form heraus:)clark auch völlige Verschwendung.,german
Oui :)c'est complètement hors de la forme :)clark aussi le gaspillage total.,french
"Sir, I need AXIS BANK account no and bank address.",english
"महोदय, मैं AXANK खाता कोई और बैंक पता की जरूरत है.",hindi
"Sir, ich brauche AXIS BANK Konto Nr. und Bankanschrift.",german
"Monsieur, j'ai besoin du numéro de compte AXIS BANK et de l'adresse bancaire.",french
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",english
"हम्म. निश्चित रूप से एक यात के लिए समय मिल गया... या, 4 मुक्त हो सकते हैं... uzuhim की चर्चा करने के लिए कॉल...",hindi
"Hmmm.. Thk sicher haben Zeit, um zu hüpfen ard... Ya, kann gehen 4 kostenlos abt... Muz Anruf u, um Liao zu diskutieren...",german
"Ouais, peut aller 4 abt gratuit... Muz appeler u pour discuter de liao...",french
What time you coming down later?,english
आप बाद में नीचे आ रहे समय क्या?,hindi
Wann kommst du später runter?,german
A quelle heure tu descends plus tard?,french
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",english
"रक्ती नरक, तुम मेरा नाम भूल जाते हो विश्वास कर सकते हैं श्री Ils एक सुराग देते हैं, इसकी अवधि और m के साथ शुरू होता है...",hindi
